Date,Ticker,Monthly RSI,RSI Rank,Relative Volume,Vol Rank,Hybrid Score,Hybrid Rank,Turnover (Cr),Model A (%),Model A (₹),Model B1 Linear (%),Model B1 Linear (₹),Model B2 Inverse (%),Model B2 Inverse (₹),Model C Vol (%),Model C Vol (₹),Model D Hybrid (%),Model D Hybrid (₹)
2024-01-19,MGL,78.70142257029286,10,1.8434446487351022,16,0.586849505830373,10,108.40855404379883,10.0,100000.0,1.9047619047619047,19047.619047619046,4.333396385397142,43333.96385397142,0.0,0.0,9.277739054157696,92777.39054157696
2024-01-19,LINCOLN,73.25616316615664,21,8.613087866323578,4,0.5108422047679797,14,36.25877408702392,0.0,0.0,0.0,0.0,0.0,0.0,11.643030137975744,116430.30137975745,0.0,0.0
2024-01-19,MANINFRA,85.18365868734637,5,2.324547856985275,14,0.6357722538062405,4,97.35251181337586,10.0,100000.0,11.428571428571429,114285.71428571428,8.666792770794284,86667.92770794284,0.0,0.0,10.051178385746084,100511.78385746085
2024-01-19,NH,79.36546325272012,9,1.6757812991334329,18,0.6323739952079361,5,59.54990001450195,10.0,100000.0,3.8095238095238093,38095.23809523809,4.814884872663491,48148.848726634904,0.0,0.0,9.997453953501733,99974.53953501732
2024-01-19,PDMJEPAPER,77.11873183794378,13,9.517953079782975,3,0.616330168881071,8,23.80495161793213,0.0,0.0,0.0,0.0,0.0,0.0,12.86621201126256,128662.12011262559,9.743810672537796,97438.10672537796
2024-01-19,NAVKARCORP,75.68391255690935,16,2.083536255883922,15,0.4527661252329131,18,40.23228805732727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,NILAINFRA,70.82506044140756,23,1.7530005682236298,17,0.23332592784488326,23,4.0675566725278856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,NEULANDLAB,80.11051102006478,6,2.5560952299835296,12,0.6984209567668314,2,76.6743333878418,10.0,100000.0,9.523809523809524,95238.09523809524,7.222327308995237,72223.27308995237,0.0,0.0,11.524467199506452,115244.67199506452
2024-04-16,ABCAPITAL,73.16890612644796,15,8.465220163269407,3,0.5690687443936878,7,1115.69603023526,0.0,0.0,0.0,0.0,0.0,0.0,15.386081767151621,153860.8176715162,9.39005912621669,93900.5912621669
2024-04-16,UNICHEMLAB,72.50631908916831,16,6.391561691036406,4,0.3619649670857516,17,7.824849848571778,0.0,0.0,0.0,0.0,0.0,0.0,11.617074204966583,116170.74204966583,0.0,0.0
2024-04-16,NMDC,79.70710939992784,7,2.732657719056743,10,0.6169957325236163,4,1053.9804498724434,10.0,100000.0,7.619047619047619,76190.47619047618,6.190566264853061,61905.662648530604,4.966781051894895,49667.81051894894,10.180890210712471,101808.90210712471
2024-04-16,TRITURBINE,72.30010192469898,18,1.523631415818445,17,0.48604524474129385,11,224.02932231986085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,IZMO,77.87910670327832,9,2.286427792765062,13,0.3060015736486279,20,3.4979403217681884,10.0,100000.0,3.8095238095238093,38095.23809523809,4.814884872663491,48148.848726634904,0.0,0.0,0.0,0.0
2024-04-16,GRSE,72.31105219723095,17,12.198141825274238,1,0.464789886420574,13,613.5058716167847,0.0,0.0,0.0,0.0,0.0,0.0,16.545665765419557,165456.65765419556,0.0,0.0
2024-04-16,PHOENIXLTD,89.44241402343944,1,0.9756681489984051,20,0.40135694028418867,15,177.79824095229492,10.0,100000.0,15.714285714285714,157142.85714285713,19.038570667033515,190385.70667033514,0.0,0.0,0.0,0.0
2024-04-16,WABAG,86.17305149000734,5,0.7547976715684183,21,0.3110985621683638,19,22.520258224365236,10.0,100000.0,11.428571428571429,114285.71428571428,8.666792770794284,86667.92770794284,0.0,0.0,0.0,0.0
2024-04-16,ADANIPOWER,75.69758477833109,12,3.219657486939804,9,0.6665263433462587,3,412.52246549252317,0.0,0.0,0.0,0.0,0.0,0.0,5.8519344329900305,58519.344329900305,10.998182266837913,109981.82266837914
2024-04-16,SCHNEIDER,89.31273953680508,2,2.231155791154547,14,0.7516129728467367,1,27.107608553466797,10.0,100000.0,15.714285714285714,157142.85714285713,19.038570667033515,190385.70667033514,0.0,0.0,12.40217517583389,124021.7517583389
2024-04-16,BEML,72.18504498923221,19,1.361040845886997,18,0.3154690374746107,18,192.17123714267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,CHEMBOND,72.14664890284226,20,1.7509717730141705,15,0.1617585531886836,21,2.1256961889587402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,CDSL,70.92881836645425,21,3.3881348047056727,6,0.606673708298224,5,1583.34219417688,0.0,0.0,0.0,0.0,0.0,0.0,6.15815278727497,61581.527872749706,10.010569104987464,100105.69104987464
2024-04-16,ARVSMART,86.4165635564876,4,11.677641007836122,2,0.5773070223059914,6,79.43016530859374,10.0,100000.0,13.33333333333333,133333.3333333333,10.833490963492855,108334.90963492855,16.545665765419557,165456.65765419556,9.525996862134969,95259.96862134968
2024-04-16,SUNDARMFIN,87.66223800460483,3,0.9832625253337652,19,0.5333417365256728,8,197.48135827109374,10.0,100000.0,15.238095238095237,152380.95238095237,14.444654617990475,144446.54617990475,0.0,0.0,8.800536824054578,88005.36824054578
2024-04-16,ARVIND,77.61521956443046,10,1.7315579872848001,16,0.44386266549574827,14,36.446402977960204,10.0,100000.0,1.9047619047619047,19047.619047619046,4.333396385397142,43333.96385397142,0.0,0.0,0.0,0.0
2024-04-16,ICIL,75.125595429505,13,2.584600189532705,11,0.5260410890063763,9,52.94012312879639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.680070689617864,86800.70689617864
2024-04-16,CESC,75.7902045640011,11,3.3278815536965003,7,0.4660768019305477,12,209.84901507060698,0.0,0.0,0.0,0.0,0.0,0.0,6.0486386306572415,60486.386306572414,0.0,0.0
2024-04-16,IRB,79.02905036674348,8,3.257421727836449,8,0.3927622992145386,16,408.54458474826276,10.0,100000.0,5.714285714285714,57142.85714285714,5.416745481746427,54167.45481746428,5.920573368198276,59205.73368198277,0.0,0.0
2024-04-16,GODREJIND,73.36915925508495,14,6.029735709309541,5,0.5143435486058086,10,59.10080374846802,0.0,0.0,0.0,0.0,0.0,0.0,10.959432226027273,109594.32226027273,8.487052540097688,84870.52540097688
