date,equity,cash,invested,regime,open_positions,peak,drawdown_pct
2018-02-15,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-02-16,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-02-19,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-02-20,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-02-21,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-02-22,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-02-23,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-02-26,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-02-27,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-02-28,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-01,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-05,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-06,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-07,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-08,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-09,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-12,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-13,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-14,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-15,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-16,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-19,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-20,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-21,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-22,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-23,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-26,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-27,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-03-28,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-04-02,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-04-03,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-04-04,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-04-05,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-04-06,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-04-09,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-04-10,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-04-11,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-04-12,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-13,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-16,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-17,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-18,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-19,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-20,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-23,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-24,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-25,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-26,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-27,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-04-30,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-02,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-03,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-04,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-07,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-08,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-09,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-10,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-11,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-14,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-15,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-16,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-17,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-18,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-21,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-05-22,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-05-23,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-05-24,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-05-25,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-28,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-29,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-30,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-05-31,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-01,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-04,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-05,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-06,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-07,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-08,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-11,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-12,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-13,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-14,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-15,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-18,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-19,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-20,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-21,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-22,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-25,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-26,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-27,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-06-28,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-06-29,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-02,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-07-03,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-04,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-05,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-06,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-09,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-10,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-11,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-12,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-13,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-16,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-17,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-18,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-19,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-20,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-23,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-24,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-25,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-26,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-27,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-30,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-07-31,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-01,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-02,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-03,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-06,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-07,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-08,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-09,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-10,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-13,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-14,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-16,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-17,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-20,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-21,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-23,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-24,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-27,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-28,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-29,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-30,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-08-31,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-03,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-04,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-05,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-06,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-07,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-10,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-11,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-09-12,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-14,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-17,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-09-18,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-09-19,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-09-21,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-09-24,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-09-25,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-09-26,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-09-27,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-09-28,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-10-01,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2018-10-03,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-04,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-05,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-08,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-09,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-10,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-11,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-12,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-15,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-16,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-17,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-19,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-22,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-23,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-24,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-25,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-26,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-29,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-30,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-10-31,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-01,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-02,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-05,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-06,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-07,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-09,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-12,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-13,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-14,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-15,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-16,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-19,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-11-20,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-21,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-22,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-26,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-27,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-28,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-11-29,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-11-30,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-03,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-04,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-05,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-06,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-12-07,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-12-10,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-12-11,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-12-12,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-12-13,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-14,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-17,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-18,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-19,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-20,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-21,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-12-24,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-12-26,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2018-12-27,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-28,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2018-12-31,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-01,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2019-01-02,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-03,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-01-04,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-01-07,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-08,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-09,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-10,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-11,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-14,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-01-15,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-16,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-17,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-18,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-21,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-22,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-23,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-24,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-01-25,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2019-01-28,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-01-29,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-01-30,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-01-31,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-01,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-04,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-05,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-06,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-07,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-08,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-11,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-12,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-14,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-02-15,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-02-18,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-02-19,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-02-20,10000000.0,10000000.0,0.0,BEAR,0,10000000.0,0.0
2019-02-21,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2019-02-22,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2019-02-25,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-26,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-27,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-02-28,10000000.0,10000000.0,0.0,NEUTRAL,0,10000000.0,0.0
2019-03-01,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-05,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-06,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-07,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-08,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-11,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-12,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-13,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-14,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-15,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-18,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-19,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-20,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-22,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-25,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-26,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-27,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-03-28,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-01,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-02,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-03,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-04,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-05,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-08,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-09,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-10,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-11,10000000.0,10000000.0,0.0,BULL,0,10000000.0,0.0
2019-04-12,10000000.0,9000000.0,1000000.0,BULL,1,10000000.0,0.0
2019-04-15,9996670.88,9000000.0,996670.88,BULL,1,10000000.0,-0.03
2019-04-16,10015782.13,9000000.0,1015782.13,BULL,1,10015782.13,0.0
2019-04-18,10023161.85,9000000.0,1023161.85,BULL,1,10023161.85,0.0
2019-04-22,10004886.15,9000000.0,1004886.15,BULL,1,10023161.85,-0.18
2019-04-23,9996287.93,9000000.0,996287.93,BULL,1,10023161.85,-0.27
2019-04-24,10009550.84,9000000.0,1009550.84,BULL,1,10023161.85,-0.14
2019-04-25,10008088.91,9000000.0,1008088.91,BULL,1,10023161.85,-0.15
2019-04-26,10008645.74,9000000.0,1008645.74,BULL,1,10023161.85,-0.14
2019-04-30,10018671.21,9000000.0,1018671.21,BULL,1,10023161.85,-0.04
2019-05-02,10000186.79,9000000.0,1000186.79,BULL,1,10023161.85,-0.23
2019-05-03,10001544.57,7999845.54,2001699.03,BULL,2,10023161.85,-0.22
2019-05-06,9891047.1,7999845.54,1891201.55,BULL,2,10023161.85,-1.32
2019-05-07,9854678.3,7999845.54,1854832.76,BULL,2,10023161.85,-1.68
2019-05-08,9841079.64,7999845.54,1841234.09,NEUTRAL,2,10023161.85,-1.82
2019-05-09,9787479.89,7999845.54,1787634.35,NEUTRAL,2,10023161.85,-2.35
2019-05-10,9773015.09,6045242.52,3727772.57,NEUTRAL,4,10023161.85,-2.5
2019-05-13,9739770.98,3123311.23,6616459.76,NEUTRAL,7,10023161.85,-2.83
2019-05-14,9653031.85,3123311.23,6529720.62,NEUTRAL,7,10023161.85,-3.69
2019-05-15,9668205.68,3123311.23,6544894.46,NEUTRAL,7,10023161.85,-3.54
2019-05-16,9790274.86,3123311.23,6666963.63,NEUTRAL,7,10023161.85,-2.32
2019-05-17,9850864.59,1153138.31,8697726.27,BULL,9,10023161.85,-1.72
2019-05-20,10055371.4,147601.17,9907770.23,BULL,10,10055371.4,0.0
2019-05-21,10032422.05,147601.17,9884820.88,BULL,10,10055371.4,-0.23
2019-05-22,9999432.56,147601.17,9851831.39,BULL,10,10055371.4,-0.56
2019-05-23,10089248.67,147601.17,9941647.5,BULL,10,10089248.67,0.0
2019-05-24,10124028.45,147601.17,9976427.28,BULL,10,10124028.45,0.0
2019-05-27,10078518.59,147601.17,9930917.42,BULL,10,10124028.45,-0.45
2019-05-28,10042079.02,147601.17,9894477.85,BULL,10,10124028.45,-0.81
2019-05-29,10092448.67,147601.17,9944847.5,BULL,10,10124028.45,-0.31
2019-05-30,10086071.05,147601.17,9938469.88,BULL,10,10124028.45,-0.37
2019-05-31,10135676.05,147601.17,9988074.88,BULL,10,10135676.05,0.0
2019-06-03,10222326.31,147601.17,10074725.13,BULL,10,10222326.31,0.0
2019-06-04,10162314.48,147601.17,10014713.31,BULL,10,10222326.31,-0.59
