ticker,entry_date,exit_date,return_pct,pnl_usd,holding_days,exit_reason
APPF,2020-07-20,2020-10-21,2.8444346677235823,3459.372253279799,66,DEAD_MONEY_EVICTION
CABA,2023-12-01,2024-04-02,2.72816634442069,3035.7277651026866,82,DEAD_MONEY_EVICTION
HUM,2018-05-11,2018-12-18,2.684820691140584,2826.2618899672316,152,DEAD_MONEY_EVICTION
BVN,2024-04-04,2024-07-02,2.3720534243860167,2714.143776687911,61,DEAD_MONEY_EVICTION
LOPE,2018-05-04,2018-12-13,2.5461270062116474,2629.2501438365503,154,DEAD_MONEY_EVICTION
GD,2025-12-03,2026-03-20,2.4901955559818316,2389.559547548936,73,DEAD_MONEY_EVICTION
MWA,2025-05-09,2025-09-09,0.9499517150423388,2354.771918164298,83,DEAD_MONEY_EVICTION
NLST,2021-08-11,2021-11-04,1.799064277054057,2279.622484743514,60,DEAD_MONEY_EVICTION
MS-PK,2019-09-04,2019-12-02,2.3845479911310674,2220.9049571221626,62,DEAD_MONEY_EVICTION
URI,2021-06-09,2021-12-20,2.1056230428765197,2181.4131954141835,135,DEAD_MONEY_EVICTION
GMED,2018-05-07,2018-08-20,2.09514852855903,2171.632480826432,73,DEAD_MONEY_EVICTION
GHC,2019-03-22,2019-06-26,1.9020785883548712,2052.235834882628,66,DEAD_MONEY_EVICTION
ESS,2021-08-16,2022-01-27,2.4873201809742285,2019.3131799955422,114,DEAD_MONEY_EVICTION
AON,2019-03-07,2020-03-17,1.893540305950799,2002.9386415868232,259,DEAD_MONEY_EVICTION
LHX,2019-07-03,2020-03-09,1.7672678632103478,1941.7793314979956,171,DEAD_MONEY_EVICTION
DUK,2018-12-27,2019-05-09,1.8654278591172662,1940.517505727233,91,DEAD_MONEY_EVICTION
UHAL,2021-06-01,2022-01-27,2.2179933630253537,1813.9321196629946,167,DEAD_MONEY_EVICTION
JWSMF,2023-07-26,2023-10-19,1.209812534425771,1800.9883890642363,60,DEAD_MONEY_EVICTION
CGBD,2024-07-31,2024-10-24,0.8092155841852463,1575.3430778306065,60,DEAD_MONEY_EVICTION
CBRE,2018-04-30,2018-08-13,1.496209449326813,1518.4809229072114,73,DEAD_MONEY_EVICTION
SLXN,2024-01-03,2024-04-01,2.7301139227744886,1507.2861236549102,60,DEAD_MONEY_EVICTION
BSX,2019-03-22,2019-10-08,1.3252959018905943,1429.9197511262516,138,DEAD_MONEY_EVICTION
GCTS,2023-06-01,2023-08-28,1.242395535674645,1250.2929694997338,60,DEAD_MONEY_EVICTION
LLY,2021-12-02,2022-03-01,0.8717884020026341,1249.9851670640414,60,DEAD_MONEY_EVICTION
PGR,2023-01-23,2023-05-02,0.8043029856619567,1172.9257938427293,69,DEAD_MONEY_EVICTION
CMCL,2020-06-24,2020-11-16,1.0327008482702567,1155.9689801967622,101,DEAD_MONEY_EVICTION
FRO,2023-04-06,2024-11-01,55.141061001025406,1040.3785087494239,396,MONTHLY_EMA_BREAK
CQP,2022-03-18,2022-06-15,0.5331003407161156,786.6381129631022,61,DEAD_MONEY_EVICTION
NG,2019-09-23,2020-03-12,0.7102311599002176,761.5943537245167,118,DEAD_MONEY_EVICTION
CUZ,2019-03-27,2019-06-21,0.4805423016476041,521.9897392678652,60,DEAD_MONEY_EVICTION
HII,2018-01-05,2018-05-01,0.48141099363663487,483.79100429357595,79,DEAD_MONEY_EVICTION
TTE,2023-02-06,2023-05-03,0.7271091221242181,454.29009639758516,60,DEAD_MONEY_EVICTION
CSTL,2020-10-23,2021-05-12,0.3199933872300228,435.5186506096302,137,DEAD_MONEY_EVICTION
DRI,2023-04-27,2023-09-05,0.27056617440889097,322.0684336797163,89,DEAD_MONEY_EVICTION
CHT,2020-07-27,2020-10-20,0.20800049446840274,278.9272595325609,60,DEAD_MONEY_EVICTION
ALGN,2018-01-03,2018-10-25,0.17575001861156145,175.1114806248034,205,DEAD_MONEY_EVICTION
DINO,2018-02-01,2018-12-24,0.1692837621097177,160.48110345688008,225,DEAD_MONEY_EVICTION
CMI,2020-12-09,2021-08-05,2.7218649652147593,135.69224807861542,164,DEAD_MONEY_EVICTION
MO,2025-05-16,2025-10-30,0.08914002194456194,68.38501943496469,115,DEAD_MONEY_EVICTION
ENSG,2018-09-14,2018-12-21,0.43315609157983626,59.501420877808734,68,DEAD_MONEY_EVICTION
USA,2021-08-05,2021-10-29,-0.3180303131812631,-16.253664289621042,60,DEAD_MONEY_EVICTION
OCSL,2023-01-30,2023-04-03,-2.296959634150141,-43.98099664529604,44,MONTHLY_EMA_BREAK
QGEN,2020-09-08,2020-12-02,-1.2546824165772068,-63.08819312253437,60,DEAD_MONEY_EVICTION
WRLD,2021-10-29,2022-01-27,-1.6317485132031204,-82.96291743189046,61,DEAD_MONEY_EVICTION
XFLT,2019-06-27,2019-09-23,-0.1297428624651604,-139.58536613046007,60,DEAD_MONEY_EVICTION
TFIN,2021-05-20,2021-08-16,-0.27346861054216753,-223.06803708119998,60,DEAD_MONEY_EVICTION
FERG,2018-06-14,2018-09-10,-1.7371126173085067,-243.6066990551145,60,DEAD_MONEY_EVICTION
INTC,2018-01-12,2018-10-24,-0.25632980673114675,-262.3543170167611,197,DEAD_MONEY_EVICTION
GWRE,2018-06-11,2018-10-10,-0.266673784905671,-302.1772617691262,85,DEAD_MONEY_EVICTION
FE,2019-04-08,2020-03-12,-1.6635141035769674,-369.9110028260226,234,DEAD_MONEY_EVICTION
CTRE,2019-06-06,2019-08-30,-0.5229138759992004,-560.6963214428,60,DEAD_MONEY_EVICTION
BGR,2022-03-17,2022-06-17,-0.5208031903802335,-764.0872730722193,64,DEAD_MONEY_EVICTION
RBGLY,2025-10-01,2026-03-05,-0.5321112862915823,-829.2303094674259,106,DEAD_MONEY_EVICTION
KDP,2019-02-28,2020-03-09,-0.8900768744394963,-947.4438708777521,258,DEAD_MONEY_EVICTION
TAK,2025-05-12,2025-08-01,-0.4107924079054222,-1010.2123840986281,56,MONTHLY_EMA_BREAK
IVT,2022-02-09,2022-06-13,-0.9197784098321076,-1267.677658782125,85,DEAD_MONEY_EVICTION
INTA,2023-05-02,2023-08-02,-1.0885399297412077,-1511.7357990124715,63,DEAD_MONEY_EVICTION
CVSA,2025-10-31,2025-11-03,-2.663749486151701,-2030.1825945965106,1,MONTHLY_EMA_BREAK
CF,2018-01-19,2018-04-17,-2.7006762077724416,-2799.5297875596752,60,DEAD_MONEY_EVICTION
LHX,2021-11-01,2022-01-27,-2.0384700473226234,-3041.3107543741817,60,DEAD_MONEY_EVICTION
JCI,2019-10-11,2020-01-08,-3.433436894353989,-3667.2652152714245,60,DEAD_MONEY_EVICTION
ALL,2018-01-08,2018-04-05,-3.9129040742783636,-3943.0404093309544,60,DEAD_MONEY_EVICTION
AVD,2022-08-12,2022-10-03,-3.2987749046985892,-4538.837931507811,35,MONTHLY_EMA_BREAK
CRUS,2020-02-04,2020-04-30,-5.155315359282478,-4881.842234436853,60,DEAD_MONEY_EVICTION
SOBR,2020-06-10,2021-06-09,-4.952190666476378,-5408.553700324211,251,DEAD_MONEY_EVICTION
CNR,2023-11-02,2024-01-31,-3.583559562809117,-5588.771277050361,60,DEAD_MONEY_EVICTION
M,2018-08-20,2018-11-13,-5.539350644090516,-5850.148436261071,60,DEAD_MONEY_EVICTION
AMAL,2020-01-09,2020-02-03,-6.076582275959382,-6219.699082843523,16,MONTHLY_EMA_BREAK
FIX,2018-01-11,2018-04-10,-6.311626577771877,-6377.520022241533,60,DEAD_MONEY_EVICTION
COP,2018-08-17,2018-11-12,-6.4305964464722605,-6562.156268146812,60,DEAD_MONEY_EVICTION
ESAB,2024-05-03,2024-07-31,-3.2946407420410697,-6645.643225327697,60,DEAD_MONEY_EVICTION
PNRG,2019-04-05,2019-07-02,-6.191423801302524,-6798.950288766582,60,DEAD_MONEY_EVICTION
DHI,2018-02-01,2018-04-30,-8.12250319698777,-8337.985727896332,60,DEAD_MONEY_EVICTION
ARLO,2023-08-28,2023-11-21,-8.725439832983511,-8872.235448542571,60,DEAD_MONEY_EVICTION
GNRC,2018-01-04,2018-04-03,-9.767223523530868,-9783.52478084914,60,DEAD_MONEY_EVICTION
KMB,2022-01-28,2022-03-01,-7.563392620757702,-10048.781877598236,21,MONTHLY_EMA_BREAK
EXC,2019-05-10,2019-08-01,-9.514444708864925,-10081.012768026143,57,MONTHLY_EMA_BREAK
EXLS,2018-01-04,2018-04-02,-10.119353165920234,-10136.24211900447,59,MONTHLY_EMA_BREAK
MGRC,2023-01-25,2023-04-21,-6.104960098209751,-10191.948639871525,60,DEAD_MONEY_EVICTION
ODFL,2021-12-22,2022-03-21,-7.142885320857892,-10588.771059959048,60,DEAD_MONEY_EVICTION
HPQ,2021-05-14,2021-08-10,-9.294596479828598,-12833.241591057807,60,DEAD_MONEY_EVICTION
ULTA,2024-04-01,2024-05-01,-24.14008026517111,-13664.156310879956,22,MONTHLY_EMA_BREAK
TTGT,2019-12-04,2020-03-03,-14.231112403728883,-13773.447760047637,60,DEAD_MONEY_EVICTION
CMCL,2023-05-01,2023-06-01,-12.3074087653739,-14152.208490296513,22,MONTHLY_EMA_BREAK
BELFA,2023-08-02,2023-10-26,-10.330020622490656,-14161.548536175138,60,DEAD_MONEY_EVICTION
CAR,2018-05-07,2018-06-01,-13.754852135439485,-14256.976657797653,18,MONTHLY_EMA_BREAK
EXTR,2023-01-27,2023-04-25,-10.28811527816841,-15229.263503332038,60,DEAD_MONEY_EVICTION
ARVN,2021-02-24,2021-05-20,-16.177792165414974,-15774.609129202612,60,DEAD_MONEY_EVICTION
GE,2024-10-24,2025-04-04,-7.055660848185343,-16372.016836428482,110,DEAD_MONEY_EVICTION
ENSG,2024-10-02,2024-12-27,-8.000343173072228,-18131.319610601415,60,DEAD_MONEY_EVICTION
UPLD,2019-08-01,2019-09-03,-18.414119585587375,-20083.833400540687,22,MONTHLY_EMA_BREAK
TKO,2023-09-05,2023-10-02,-11.98525072738291,-20730.370061184538,19,MONTHLY_EMA_BREAK
CCB,2022-02-01,2022-04-28,-16.50886011887031,-22497.166654787474,60,DEAD_MONEY_EVICTION
WKHS,2020-10-23,2021-02-23,-19.212866779238453,-23252.31358875662,82,DEAD_MONEY_EVICTION
USFD,2025-08-13,2025-11-06,-9.399437002265753,-24117.51744538489,60,DEAD_MONEY_EVICTION
PNR,2024-12-27,2025-03-27,-11.66144248193084,-24265.58075107131,60,DEAD_MONEY_EVICTION
CALX,2023-01-13,2023-02-01,-16.501948889939914,-24379.427113780686,12,MONTHLY_EMA_BREAK
SNN,2025-10-01,2025-12-26,-9.653184038603365,-24486.13041610668,60,DEAD_MONEY_EVICTION
TH,2023-02-02,2023-05-01,-19.304963943500937,-27564.38816182839,60,DEAD_MONEY_EVICTION
NRIM,2023-01-30,2023-04-26,-21.965378557894617,-31411.61314882316,60,DEAD_MONEY_EVICTION
ZIM,2022-04-08,2022-07-07,-20.80696487222183,-32138.800377936645,60,DEAD_MONEY_EVICTION
STI,2023-11-22,2024-01-02,-39.515030424121335,-36444.68338852574,26,MONTHLY_EMA_BREAK
LOT,2024-02-01,2024-03-01,-27.715231049923883,-42023.898968498725,20,MONTHLY_EMA_BREAK
PCVX,2024-11-01,2025-01-31,-17.845525764914,-42226.94290322977,60,DEAD_MONEY_EVICTION
ATCH,2023-11-03,2023-12-01,-30.20965297169287,-48262.62545728623,19,MONTHLY_EMA_BREAK
ASMB,2025-12-22,2026-03-20,-21.494926175068336,-50157.3290458971,60,DEAD_MONEY_EVICTION
MLYS,2026-01-02,2026-03-31,-24.29046493615613,-55594.696279056174,60,DEAD_MONEY_EVICTION
BAER,2023-01-13,2023-02-01,-40.315566603192906,-59560.869089377666,12,MONTHLY_EMA_BREAK
CDT,2023-09-05,2023-10-02,-44.27822177822177,-76586.12606381165,19,MONTHLY_EMA_BREAK
CRDO,2025-01-31,2025-04-01,-40.53606602246173,-78643.80603118088,41,MONTHLY_EMA_BREAK
RYAM,2026-04-09,2026-07-07,-22.643949686973084,-99117.42453643252,60,DEAD_MONEY_EVICTION
OGG,2020-06-15,2020-09-01,-95.2850298692307,-103930.70158860441,55,MONTHLY_EMA_BREAK
AFJK,2025-11-06,2025-12-01,-58.248722816041635,-135138.61833030955,16,MONTHLY_EMA_BREAK
