strategy,symbol,entry_date,exit_date,entry_price,exit_price,return_pct,pnl,holding_days,exit_reason
USA_BROAD,GHC,2019-03-22,2019-06-26,620.48,632.91,2.0,20.84,67,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,EXC,2018-12-28,2019-07-31,24.53,25.05,2.12,20.77,148,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,TAC,2019-05-10,2019-08-05,5.94,5.25,-11.68,-115.82,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,GLPI,2019-06-28,2019-09-23,25.65,25.92,1.05,11.29,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,ESNT,2019-06-27,2019-09-30,41.28,42.25,2.34,25.21,66,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,FDS,2019-08-01,2019-10-01,260.05,223.78,-13.95,-139.38,43,MONTHLY_EMA13_BREAK
USA_BROAD,WIX,2019-08-30,2019-10-01,140.32,114.15,-18.65,-170.82,22,MONTHLY_EMA13_BREAK
USA_BROAD,BSX,2019-03-22,2019-10-08,37.32,37.85,1.43,14.84,139,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,CHD,2018-12-27,2019-11-12,59.89,61.63,2.91,28.35,222,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,MEDP,2019-10-07,2020-01-03,80.33,82.49,2.69,28.98,62,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,CSWC,2019-10-07,2020-01-03,9.29,9.56,2.92,17.32,62,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,HIG,2019-10-07,2020-01-07,50.91,51.97,2.08,22.49,64,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,EVRG,2019-10-14,2020-01-08,48.82,48.91,0.18,1.86,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,ARCC,2019-10-07,2020-02-25,9.4,9.33,-0.74,-7.97,97,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,EXR,2019-02-25,2020-03-02,70.51,82.13,16.47,168.57,257,MONTHLY_EMA13_BREAK
USA_BROAD,BRX,2020-01-06,2020-03-02,15.56,13.91,-10.6,-115.4,39,MONTHLY_EMA13_BREAK
USA_BROAD,AVY,2020-01-10,2020-03-02,114.72,107.03,-6.71,-72.81,35,MONTHLY_EMA13_BREAK
USA_BROAD,GPK,2020-01-13,2020-03-02,14.61,12.21,-16.44,-178.93,34,MONTHLY_EMA13_BREAK
USA_BROAD,ARWR,2020-01-15,2020-03-02,56.96,35.48,-37.71,-219.32,32,MONTHLY_EMA13_BREAK
USA_BROAD,KDP,2019-02-28,2020-03-09,20.94,20.77,-0.79,-8.05,259,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,FE,2019-04-08,2020-03-12,29.78,29.31,-1.57,-13.36,235,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,PALL,2019-11-13,2020-03-13,32.22,32.82,1.85,18.57,83,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,AON,2019-03-07,2020-03-17,153.4,156.47,2.0,20.23,260,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,AUPH,2020-03-03,2020-05-27,17.97,15.92,-11.39,-120.16,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,AXSM,2020-03-03,2020-05-27,85.59,78.41,-8.39,-88.51,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,KOLD,2020-04-09,2020-08-03,520.06,403.6,-22.39,-205.46,80,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,BMRN,2020-08-13,2020-09-01,116.93,75.96,-35.04,-375.59,14,MONTHLY_EMA13_BREAK
USA_BROAD,APPF,2020-07-20,2020-10-21,152.85,157.35,2.95,31.56,67,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,FNV,2020-08-13,2020-11-05,140.23,142.06,1.3,13.97,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,B,2020-08-14,2020-11-09,22.88,22.84,-0.15,-1.67,61,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,SA,2020-08-14,2020-11-19,17.56,18.05,2.8,30.46,69,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,CWH,2020-08-27,2020-11-19,23.11,21.96,-4.98,-38.05,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,QGEN,2020-09-08,2020-12-01,47.64,47.8,0.33,2.29,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,CNI,2020-10-26,2021-01-27,90.93,90.52,-0.44,-4.83,64,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,ASND,2020-11-23,2021-02-19,158.56,158.48,-0.05,-0.63,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,ONC,2020-11-11,2021-03-04,285.14,289.08,1.38,12.78,77,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,ARWR,2020-11-30,2021-03-24,62.56,62.79,0.36,2.03,79,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,PLUG,2021-02-22,2021-05-17,48.62,24.93,-48.73,-615.5,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,PAR,2021-03-08,2021-06-01,67.65,67.99,0.49,4.61,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,AEG,2021-03-25,2021-06-18,3.57,3.19,-10.75,-60.15,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,FLUT,2020-07-15,2021-08-02,144.07,167.92,16.55,175.41,265,MONTHLY_EMA13_BREAK
USA_BROAD,CMI,2020-12-09,2021-08-05,196.63,202.19,2.82,19.96,165,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,SMPL,2021-05-19,2021-08-17,34.4,35.3,2.63,17.06,63,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,FCN,2021-06-04,2021-08-27,137.87,139.44,1.14,10.6,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,ZM,2020-08-13,2021-09-01,247.37,290.71,17.52,187.82,266,MONTHLY_EMA13_BREAK
USA_BROAD,LOGI,2020-11-11,2021-10-01,76.66,82.63,7.78,93.72,224,MONTHLY_EMA13_BREAK
USA_BROAD,CCI,2021-08-30,2021-10-01,151.29,136.94,-9.49,-89.16,24,MONTHLY_EMA13_BREAK
USA_BROAD,HRB,2021-06-21,2021-10-27,20.24,19.68,-2.79,-13.92,91,DEAD_MONEY_EVICTION_(60D_<_+3%)
