date,gfs_10_regime,gfs_15_regime,bo_c_relvol,bo_a_equal,nifty_50,breakout_15_regime,breakout_10_regime,breakout_relvol_regime
2026-04-10,98851.8798965554,100152.26104731794,93188.42974233309,94262.73898044706,91983.83301334707,94296.7776832549,92538.08959401594,92435.26522731288
2026-04-13,98398.20356586776,99359.90164132598,92634.38442993983,93717.9189737582,91188.51121166944,93751.76688528882,92082.46839123638,92019.91075368032
2026-04-15,98381.1978149274,99732.34100622842,92884.5001636204,94035.62805523469,92674.94203719808,94069.59875133316,92391.71677452137,92212.55843888748
2026-04-16,98428.47898232038,100163.562715712,93245.47264881994,94350.03001373797,92542.79924888516,94384.1203597746,92793.50343231,92581.15801680756
2026-04-17,98386.30008577036,99786.9226190195,94244.7224260716,95413.32453290884,93142.49892844076,95447.7988699568,93442.10926654852,93332.5320163753
2026-04-20,97824.17039496548,99022.98009794448,93826.585136461,95069.95523731022,93185.71238408748,95104.30549581838,92556.7986559225,92649.17797105544
2026-04-21,98390.46154172362,98637.10867251726,94916.06166282207,96013.17067243691,93995.570639471,96047.86166690874,94080.45461423157,93947.2597994041
2026-04-22,98112.87875047402,98123.34340804406,95914.54271010956,96956.27152483628,93236.3882843653,96991.30319155417,95408.72986875764,95296.54879557274
2026-04-23,96733.3769174124,96939.16154932936,95669.4120707099,96807.53378067128,92452.15930578798,96842.5117375508,95090.68090465202,95107.36645389696
2026-04-24,96657.20691899644,96453.73316205258,94816.307955902,95940.31295061648,91400.00690220104,95974.9777391353,94424.19226905488,94443.94823180976
2026-04-27,96778.75967011834,96416.13247865252,95640.31660966131,96774.74944540377,92144.84702137904,96809.71562018886,95301.11291313024,95401.64778063312
2026-04-28,97099.8537272152,96062.82800571258,95797.7682081913,96789.3241250827,91773.8611853828,96805.48164190297,95289.10397556488,95288.2426569063
2026-04-29,97851.71451897486,96507.5630616159,96248.93963259144,97185.71921495906,92469.75095454302,97172.00559043174,95734.19350423862,95754.67105140295
2026-04-30,97417.58042364444,96191.2281390564,96632.94945208852,97579.7954938096,91780.94266437212,97672.43629346404,96667.34593420084,96687.43112887946
2026-05-01,97417.58042364444,96191.2281390564,95186.01431631848,96141.06162044432,91780.94266437212,96233.18267250744,94550.12580351152,94613.06925051662
2026-05-04,97279.3381760786,96292.8170838085,96818.24657238384,97663.5165091488,92246.58725749108,97721.0003597998,96872.77046556312,96839.7233038246
2026-05-05,97726.106911629,96224.8244713629,97261.7603779466,98056.08672453552,91915.7596820924,98243.2497880428,97597.2451850046,97442.58703199853
2026-05-06,97639.5367681186,95932.21427498512,97229.57887148112,98105.87730947742,93056.05707731824,98161.29434650295,97142.46260684256,96898.21233650364
2026-05-07,98406.76077861265,96495.70865225702,98437.01723150024,99333.901631157,93039.61579540322,99345.37303144086,97987.72241243834,97963.6576157557
2026-05-08,98557.64532127853,96347.72966611486,99212.70866736805,100221.02361061564,92464.01406017196,99866.0986010994,99209.39823882843,99087.45241865831
2026-05-11,97538.05594789244,95811.71814646867,97980.04992978075,98940.24828475836,91086.00904427371,99374.16515058416,98636.39693622582,98659.4300561731
2026-05-12,96096.3059668197,94352.21535562602,95174.59457915748,96209.10894753548,89417.34218348889,97498.06441494673,96873.21506870248,96670.7491796026
2026-05-13,95928.71593740222,93919.1624925882,95531.22824532498,96459.54394878748,89543.7406075162,97936.30231817393,97526.98606613472,97263.5855392981
2026-05-14,96050.08982135644,94199.78689030906,96444.38706899468,97626.20856763404,90603.15376804152,98521.90047927064,98283.51803801986,97923.29009012046
2026-05-15,95918.52556750228,93712.76069265814,96253.11885661312,97147.44535294484,90426.84137502004,98314.02785552008,97974.45176796912,97575.15401922564
2026-05-18,95214.8493701885,93239.7028187022,96514.84385502704,97505.48402093785,90451.50703284984,98684.0963847999,98561.87138853603,98202.30812395974
2026-05-19,95415.58562540532,93481.33286265898,96740.09665624105,97379.20190331672,90329.31417071176,98285.91275347964,97955.95037736814,97588.59469985116
2026-05-20,95894.87078379712,94268.83626059722,96923.3412752624,97596.99141574424,90486.1226168545,98371.89189354662,98063.36519802856,97620.97604247706
2026-05-21,96276.35208078256,94568.65030777146,96519.52751394478,97420.72912239896,90469.67386502492,98018.50501539525,97564.009239086,97213.68835003642
2026-05-22,96882.6334342063,95005.18658132736,96914.14041047536,98000.39309177872,90716.74875853756,98193.25294339072,97803.18090148985,97454.16623499052
2026-05-25,97633.1368966368,95516.31605607184,97575.9572498054,99140.53655352347,91911.54665028864,98816.63405496848,98649.49990389789,98218.94970452836
2026-05-26,98054.0000738801,96350.47516150524,99903.98796403546,101846.88505158568,91460.24429309732,100671.58169936204,101433.21750761235,100970.38031869369
2026-05-27,98806.48554259774,96710.58177494358,100841.6794614118,102835.79519873545,91435.1976696257,101100.89194523417,102060.06585230325,101618.93825414956
2026-05-28,98806.48554259774,96710.58177494358,100817.39075013091,102809.98076621188,91435.1976696257,101067.27568856077,102009.16307631708,101570.52323286892
2026-05-29,99695.58302213438,97226.2815422144,101822.65071128176,104001.52016506146,90060.63628433304,102314.10533215922,103885.2591936017,103395.2577077442
2026-06-01,99759.33338828706,97442.49489525329,100188.61948227244,102587.55552425089,89429.00272009468,101429.16435362744,102628.81911427584,102181.3156595614
2026-06-02,101042.4776973288,98284.28950656444,100555.13321902552,103134.79981073493,89815.10019321681,102436.30838807828,104152.855525395,103699.94613365218
2026-06-03,101969.60539188786,98993.13920852462,99854.6418314812,102457.0860612004,89516.96843378451,102318.91299195826,103995.89916572125,103601.2096037196
2026-06-04,104191.22410461692,100740.80165056376,100603.70911288436,103683.72650712042,89558.8522446421,102977.49635463212,104874.7320084236,104299.2935427148
2026-06-05,103409.57034059304,100332.42701441572,99326.4630277518,102110.29443982348,89368.19014577837,102140.12974935138,103655.63386238352,103165.5163337997
2026-06-08,103640.31231500856,100226.8850421056,96780.26449866193,99465.23249858175,88436.13902825674,100804.2592330781,101765.92136027392,101486.11104982885
2026-06-09,104280.64713544246,100778.60772454132,97541.9092984894,100456.12913350423,88891.64694733726,100720.94665894704,101646.89331572063,101403.30450918528
2026-06-10,103963.65567781877,100317.05584192224,96848.4804695235,99428.11194405433,88787.80766523787,100447.90735990362,101422.7531618766,101185.6408059848
2026-06-11,103560.63950510796,100078.81292474017,96850.14595780216,99186.63695514089,88583.76694942285,100902.63954078994,102132.58529467744,101893.40603749346
2026-06-12,104035.56577002905,100422.7974951471,97497.35265385418,99916.2014476274,90348.05618630684,101337.02240309234,102788.95281664352,102547.05793779998
2026-06-15,104109.5355487528,100440.5049898407,97833.45375696274,100393.63267102768,91231.53791945252,101517.87997008866,103061.37149145122,102818.59391801864
2026-06-16,103600.48369387451,100015.23941776578,98832.67848907765,101650.62918075664,91748.81456191116,102182.40236303826,104057.20717557236,103812.29107328676
2026-06-17,104029.0792719527,100273.0058808882,99897.9983838724,102740.97800411028,92118.07484764735,103104.03869199638,105431.1247762856,105183.45214144392
2026-06-18,103375.48462081527,99815.7632515808,99809.1932126783,102868.49994966712,92432.84210677288,102899.62721166998,105111.65238430943,104865.6458230859
2026-06-19,104347.98424815432,100748.6268807202,100546.98953873874,103555.2594444472,91840.4106540702,103426.6093128803,105914.71296879194,105476.85060963714
2026-06-22,104775.03058127168,101188.7146508683,99566.9486254932,102109.71415324062,92183.86238505108,102787.5915110096,105102.45336253296,104927.07118031538
2026-06-23,103705.70062811622,100751.25644880252,99283.63418356812,101708.90813472756,91117.56196331466,102190.36746532258,104310.86846581651,104399.14892800507
2026-06-24,103915.5007249777,100724.56698938282,102166.61643588894,103149.1386826342,91873.11393995114,104097.46917491444,106424.15659807244,107400.57295523724
2026-06-25,104030.57557818505,100785.48057771484,102978.81812615384,104039.06555495934,92004.48732706589,104591.23885844275,106922.26625810016,108238.6979615076
2026-06-26,104030.57557818505,100785.48057771484,102963.15389051632,104022.99140590012,92004.48732706589,104574.98470475394,106897.5198711774,108214.00986866422
2026-06-29,104920.46141806769,101722.87665243146,105655.0890234501,106668.80744803924,91584.73788891552,107108.9209475889,109830.02467156408,111699.99953592592
2026-06-30,106637.69756785686,103017.46664008834,107728.69831917807,108322.9393244794,91276.8578910011,108901.72990751354,112148.27368943408,114344.22864885542
2026-07-01,104693.14305548756,101531.71400106855,105593.8103772403,106033.68818450566,91812.68233127666,107213.5527518346,110269.07324853491,112165.9035265624
2026-07-02,106017.160967862,102665.3375546158,105729.82901011306,106084.31587053744,92462.2885099119,107307.34899827234,110385.649865062,112285.7062974968
2026-07-03,105725.10939205422,102550.45575130594,105117.5442766527,105478.81853700592,92826.20033683338,106895.75595310748,109758.14804771572,111511.77514215773
2026-07-06,106030.45032668476,102679.43293413258,106201.06464106822,106097.1591301079,93436.22343829113,107482.80160606024,109974.21888991418,112370.9790900768
2026-07-07,106655.97568180962,102771.1897750959,106421.58742710516,106187.89971306609,93315.17347307852,107633.89829149345,110606.60442968644,112997.92451865292
2026-07-08,107408.87644366152,103253.54403733223,105425.79826001966,105244.42279637283,91339.20179779928,107023.57572964276,110174.34869724416,112435.31445779752
2026-07-09,107327.13197896276,103428.3083917654,105971.3704203656,106113.53409470788,91648.03794477553,107339.2972079441,110683.88462966825,112693.19830724318
2026-07-10,108221.21760598612,104215.17612049192,104832.9844405542,105234.78516070369,92581.620394779,106390.00607375636,109561.19578250933,111388.6473307632
2026-07-13,107634.40033820516,103933.9144404605,105975.55662887984,106072.28219616796,92597.29974541038,107168.9304489809,109960.0510846492,112516.265783798
2026-07-14,107728.11703208309,104027.01786498948,104217.0089660858,104618.59214997636,91989.38315985454,105783.28787445798,108788.69620507736,110644.61180676628
2026-07-15,108176.50458665496,104296.98519259802,103883.8156387493,104656.6094257222,92090.54074263202,105575.59584829214,108173.92059472585,110093.08513190676
2026-07-16,106929.44969633332,103468.27290369438,103283.25255273288,103984.91891826136,92068.54931420957,105149.8785320002,107488.93939860864,109563.5135574628
2026-07-17,107577.76644065128,103726.8144517466,101443.03170466136,102166.86055665468,93068.87545067862,103714.3203087223,105875.91364121408,107777.22491474188
2026-07-20,107587.89694803883,103916.38700204184,102708.7803768099,103405.48404132896,92702.47614221345,104857.9736645844,107720.75851166072,109551.21056218936
2026-07-21,107692.8275071792,104211.48123862782,103651.67590101065,104923.92987408112,92508.1836648805,106187.85705213535,108302.5874233529,110609.53934149136
2026-07-22,107282.27722358333,103842.02115149844,103315.45958267472,104063.73548553264,91775.9677012847,105738.71738356372,107741.8725343454,110417.67551960202
2026-07-23,108258.15613400211,104461.9490972738,102140.75609487885,102925.21725856044,91291.58109257062,104818.697710105,106666.13837732984,109098.73309625448
2026-07-24,108031.0698726559,104524.21712760272,100580.55022002404,101847.02841518834,90900.89709191745,103786.45500077846,105593.7108396868,107445.54406794164
2026-07-27,109772.25812072512,106435.72527689891,99918.8582701492,101433.2866826678,91774.81733444464,103601.38347892686,105642.960023849,107155.15077788128
2026-07-28,110081.02036920004,106922.75810473908,99158.70128051142,100655.21272770246,91734.2781082053,102830.1856962021,104504.68997490194,105978.47731545789
2026-07-29,109288.70518021398,106483.5504463874,99555.88343853636,101071.13034211914,92747.220930342,103454.6904160085,105399.82171528888,106913.9309539268
2026-07-30,108176.19974583785,105692.56575962868,99351.33680017469,100866.78444433502,93003.28213105309,102894.12668930338,104535.21450653838,106039.18613024024
2026-07-31,106983.66185486852,105076.95484083895,99050.84053590182,100582.89204730844,93257.42356372593,102909.6685865242,104479.98451012593,106015.04079568211
2026-08-03,107439.22303078017,105326.46131101478,99071.40043833834,100654.91433757824,94751.69779952752,103085.9893880008,104545.76629058862,106169.2204388757
2026-08-04,106849.36239549036,105163.2333836407,98651.47060899874,100169.16230750986,94142.05566371162,102837.27105532808,104405.79687470068,105924.2796265
2026-08-05,107844.73347708772,105747.24871103164,98731.70251715428,100216.35005511808,94179.3454771236,102659.90321245648,104271.21346415412,105728.90213152776
2026-08-06,110213.34043265785,107760.99326456145,98906.99000053664,100392.08126084026,94222.75315054852,102789.75277568994,104475.8523137476,105934.81009001713
2026-08-07,113808.8484490625,109824.0668131872,98653.67922023432,100118.04609725213,93972.81727976487,102417.23978254844,103976.27848421728,105397.95671693618
2026-08-10,111871.69703552032,108602.97473306367,98519.91769516766,99941.59078689798,94023.1122144009,102182.80994487937,103778.07052134907,105130.48852621597
2026-08-11,110072.1919417266,107473.91061877122,98143.79933146418,99588.3988590724,93594.36899913751,101973.0245337789,103348.36487949248,104740.29008957552
2026-08-12,110255.16066327014,107377.15846261234,97882.53344824223,99364.24454465225,93457.63968329354,101738.10905099304,102826.10976198073,104281.8337148516
2026-08-13,111034.86910689173,107980.71906551528,97936.3378718093,99391.99796493296,93304.27486775636,101572.63686989006,102678.4396735126,104088.63020614976
2026-08-14,111828.37786695284,108326.5555561103,97617.5247327229,99030.49765543868,93190.11216375486,101042.36609735516,102021.28260896486,103357.49614199126
2026-08-17,111445.0276901304,108568.63928646508,97753.79993634648,99188.63577093452,92890.45654175524,101291.11765383728,102321.04643558543,103696.7827835222
2026-08-18,112497.50824043794,108825.74695325638,97606.98552706548,99039.1558668442,92382.74138991504,101138.79390781156,102092.40558531135,103463.19090562015
2026-08-19,112471.41637857236,108528.3050910608,97277.03208886377,98681.02309363728,92089.77881134835,100775.87696256983,101637.13865216574,102956.08532771186
2026-08-20,112037.6618103722,108557.4047191401,97092.53283732296,98487.5750971219,92677.04108318542,100578.30443381544,101363.01798893684,102668.11394342771
2026-08-21,113101.6001351942,109236.62154636814,97067.78174532932,98462.46837716905,92754.10819155312,100552.66473946552,101324.21818074636,102628.81456967864
2026-08-24,113319.19461034656,109883.9894662255,97067.78174532932,98462.46837716905,92628.09073316764,100552.66473946552,101324.21818074636,102628.81456967864
