date,gfs_cash_zero_yield,gfs_cash_liquid_fund,gfs_cash_goldbees
2025-04-21,43454625.17,49192745.1,56771599.91
2025-04-22,43483919.24,49235045.43,57794940.91
2025-04-23,43569475.12,49340546.33,56536527.86
2025-04-24,43532695.21,49309250.67,56561319.67
2025-04-25,43526339.67,49310846.11,56288260.07
2025-04-28,43813900.97,49644297.97,56102668.32
2025-04-29,43786817.3,49623215.72,56604723.66
2025-04-30,43693979.81,49528371.67,55980491.06
2025-05-02,43645078.61,49482582.12,55535705.93
2025-05-05,43786303.56,49649518.39,56283161.1
2025-05-06,43925397.27,49812538.62,57633683.82
2025-05-07,43773864.3,49651249.99,57057952.03
2025-05-08,43484699.18,49332643.26,56540993.68
2025-05-09,43537083.37,49399550.17,56533247.17
2025-05-12,44447808.38,50439086.11,56546527.17
2025-05-13,44338488.56,50325659.39,56881647.25
2025-05-14,44167278.75,50141922.79,56499970.08
2025-05-15,44284223.23,50279592.22,56013031.0
2025-05-16,44527970.17,50560214.63,56594290.06
2025-05-19,44557332.98,50599327.92,56834954.55
2025-05-20,44494795.28,50535256.23,56703857.08
2025-05-21,44824649.94,50914687.01,57634964.85
2025-05-22,44977118.69,51091601.61,57928696.75
2025-05-23,45357885.34,51527621.87,58270376.45
2025-05-26,45416685.9,51601451.63,58452381.56
2025-05-27,46054979.58,52328644.46,59150670.69
2025-05-28,46734587.9,53102239.64,60180919.83
2025-05-29,46580767.66,52936722.56,59619887.07
2025-05-30,46081671.5,52378005.49,59166737.01
2025-06-02,46092978.67,52398019.53,59525602.69
2025-06-03,45783766.73,52054306.68,59286054.56
2025-06-04,46045452.34,52355926.69,59717057.01
2025-06-05,45928572.44,52228017.01,59691688.12
2025-06-06,45660749.32,51931438.6,59197944.79
2025-06-09,45742051.14,52025866.79,59141860.28
2025-06-10,45519625.56,51773802.68,58895470.27
2025-06-11,45486567.59,51738261.58,58869328.32
2025-06-12,44956528.6,51139232.88,58265353.01
2025-06-13,44725217.84,50877728.51,58146893.71
2025-06-16,44732515.77,50887674.72,58149447.38
2025-06-17,44482920.95,50604134.66,57755381.39
2025-06-18,44534393.53,50662580.13,57829631.5
2025-06-19,44311272.48,50409201.18,57528654.28
2025-06-20,44446731.82,50562794.66,57623523.93
2025-06-23,44293286.18,50388333.69,57450870.8
2025-06-24,44818519.5,50989690.13,58226972.62
2025-06-25,45511280.24,51776797.56,59117336.27
2025-06-26,45282550.65,51523982.6,58878805.68
2025-06-27,45976816.26,52312568.96,59774588.43
2025-06-30,46549974.73,52963961.95,60518461.55
2025-07-01,46198985.16,52566307.51,60080516.28
2025-07-02,46006720.49,52347475.89,59825736.83
2025-07-03,45742793.74,52046828.7,59473312.91
2025-07-04,45698758.22,51996262.24,59410266.39
2025-07-07,45438315.57,51703735.63,59104695.67
2025-07-08,45643267.17,51935957.52,59361904.52
2025-07-09,45898110.95,52223069.26,59667191.32
2025-07-10,45866392.1,52184822.28,59607473.45
2025-07-11,46313094.09,52690093.05,60164492.41
2025-07-14,46840971.54,53288479.77,60832594.91
2025-07-15,47548678.87,54094752.0,61758208.64
2025-07-16,47762934.67,54339367.0,62050372.13
2025-07-17,48168772.22,54799999.57,62573420.86
2025-07-18,48874186.85,55600986.36,63482098.24
2025-07-21,48436542.7,55105221.49,62928508.64
2025-07-22,48159323.82,54788220.53,62553014.18
2025-07-23,48070086.71,54688983.08,62452564.95
2025-07-24,48167527.51,54796224.67,62548711.25
2025-07-25,47712362.5,54277886.81,61952328.36
2025-07-28,47467640.36,53996782.4,61609167.8
2025-07-29,47994046.62,54597288.98,62305717.84
2025-07-30,47949214.6,54547774.52,62258108.66
2025-07-31,47936185.62,54529652.21,62216600.13
2025-08-01,48091197.57,54703049.27,62055503.13
2025-08-04,48703380.75,55407479.77,63054289.11
2025-08-05,48342110.86,54997523.89,62622986.16
2025-08-06,48613335.71,55305679.12,62929607.44
2025-08-07,48523207.69,55201940.17,62841523.32
2025-08-08,48493740.41,55168371.55,62833343.33
2025-08-11,48157071.73,54795856.71,62325540.2
2025-08-12,47833030.33,54434526.97,61914059.82
2025-08-13,48363964.94,55034220.92,62569976.91
2025-08-14,48189462.95,54834880.47,62310613.53
2025-08-18,48732401.48,55455566.9,62970313.07
2025-08-19,48856868.97,55601055.48,63251489.96
2025-08-20,48836428.41,55577598.23,63216129.35
2025-08-21,49056654.01,55826755.51,63499639.55
2025-08-22,48998455.81,55760864.96,63428152.49
2025-08-25,49387232.75,56197972.21,63895132.64
2025-08-26,49062814.39,55827278.44,63461523.24
2025-08-28,48669003.12,55383319.41,62983377.18
2025-08-29,48371773.88,55049108.88,62623073.25
2025-09-01,49032306.27,55797427.67,63430089.09
2025-09-02,49823008.22,56692855.75,64406452.63
2025-09-03,50804391.14,57802628.56,65683866.8
2025-09-04,50847893.14,57851909.03,65742567.48
2025-09-05,50918856.84,57930532.21,65836341.18
2025-09-08,52090655.09,59266183.64,67446661.3
2025-09-09,52480729.69,59717284.04,68080187.53
2025-09-10,52616786.89,59876623.32,68277755.07
2025-09-11,52631544.62,59893610.89,68345624.09
2025-09-12,52778977.36,60061066.67,68536259.26
2025-09-15,53929291.61,61366158.56,70021371.76
2025-09-16,54325828.21,61817539.4,70548514.65
2025-09-17,54174918.55,61645180.88,70345352.98
2025-09-18,54078695.02,61536795.61,70230094.33
2025-09-19,54333497.37,61829563.46,70585010.83
2025-09-22,54323149.44,61821791.92,70591556.8
2025-09-23,54665757.29,62206953.52,70995655.69
2025-09-24,54687816.41,62228701.46,70994349.75
2025-09-25,54511795.59,62024505.97,70729616.28
2025-09-26,53977239.25,61414045.21,70028592.49
2025-09-29,54033115.66,61475316.7,70086383.57
2025-09-30,53865549.78,61287090.54,69885689.68
2025-10-01,55007727.26,62576166.08,71272091.29
2025-10-03,55421798.15,63044541.65,71758650.26
2025-10-06,55663829.55,63315410.56,72012762.46
2025-10-07,55258910.86,62854808.56,71481964.59
2025-10-08,55991723.8,63675112.63,72318637.32
2025-10-09,57603907.18,65504409.72,74369456.65
2025-10-10,58086317.75,66054120.91,75001206.15
2025-10-13,59480118.9,67626075.31,76698444.25
2025-10-14,58758277.19,66813201.42,75841437.45
2025-10-15,59338489.61,67468221.48,76553393.9
2025-10-16,59807088.08,68007406.92,77215471.86
2025-10-17,60078322.29,68314410.86,77557830.34
2025-10-20,60498636.31,68788444.57,78062796.75
2025-10-21,60274329.98,68533966.88,77779420.68
2025-10-23,59398625.49,67537085.37,76642282.02
2025-10-24,59771637.32,67953168.4,77053121.14
2025-10-27,60395488.56,68652140.71,77779574.03
2025-10-28,61341168.81,69726012.99,78990925.14
2025-10-29,62094471.2,70580897.46,79953396.29
2025-10-30,61681312.44,70113138.34,79443041.43
2025-10-31,61462670.8,69860230.68,79132272.15
2025-11-03,61812716.33,70261459.43,79612156.55
2025-11-04,61672054.98,70102160.45,79394594.53
2025-11-06,61980608.39,70444727.76,79714820.03
2025-11-07,63617470.78,72297635.52,81759474.13
2025-11-10,64706666.0,73525136.34,83081176.41
2025-11-11,64923533.73,73764396.76,83297017.56
2025-11-12,67117735.56,76252297.28,86071496.77
2025-11-13,68091599.08,77354051.23,87283298.2
2025-11-14,70123141.83,79662254.13,89897888.49
2025-11-17,69629076.69,79105069.28,89293439.17
2025-11-18,69426784.43,78878473.71,89058232.47
2025-11-19,70035289.81,79573704.52,89876784.52
2025-11-20,69603880.34,79088722.42,89367278.13
2025-11-21,69301620.1,78748346.0,89006859.08
2025-11-24,68885531.12,78280306.12,88516441.41
2025-11-25,69343649.22,78802644.4,89120542.82
2025-11-26,69755373.72,79268428.07,89626814.91
2025-11-27,70701123.39,80338981.08,90813848.9
2025-11-28,71092361.37,80780154.19,91289701.32
2025-12-01,72188333.5,82024203.78,92689109.31
2025-12-02,71998262.55,81804096.12,92411504.15
2025-12-03,72601702.39,82486867.68,93169155.74
2025-12-04,72836639.36,82754301.78,93478424.76
2025-12-05,73067494.7,83012159.35,93731332.17
2025-12-08,73137267.19,83090303.26,93818649.91
2025-12-09,74050329.72,84128811.45,95004321.36
2025-12-10,74430011.77,84555494.05,95448551.28
2025-12-11,74965559.99,85160452.39,96107185.72
2025-12-12,75889782.07,86208212.39,97276774.04
2025-12-15,76750467.87,87182324.94,98347618.96
2025-12-16,76514225.1,86917890.27,98082858.86
2025-12-17,75886978.7,86209034.66,97312249.54
2025-12-18,77190382.64,87686633.76,98964317.0
2025-12-19,78198945.21,88829230.07,100233979.34
2025-12-22,79967889.8,90827351.56,102417139.07
2025-12-23,81569625.15,92633518.94,104360952.83
2025-12-24,82493303.74,93676053.11,105494376.54
2025-12-26,82011306.67,93141140.84,104989583.21
2025-12-29,83703427.83,95044978.41,107014436.42
2025-12-30,86380200.31,98075716.85,110378603.37
2025-12-31,88795009.92,100807027.7,113381821.87
2026-01-01,90026690.66,102203679.98,114945801.02
2026-01-02,83955593.22,95299352.88,107094550.56
2026-01-05,82208126.07,93330726.59,104968280.84
2026-01-06,83501873.68,94806956.29,106686011.59
2026-01-07,83119384.17,94377894.77,106237523.47
2026-01-08,80318813.42,91199761.74,102667267.4
2026-01-09,80540227.01,91454649.94,102973329.57
2026-01-12,80441836.58,91349884.67,102912260.44
2026-01-13,80418173.73,91327047.03,102918296.44
2026-01-14,81705928.8,92798341.13,104639238.24
2026-01-15,81705928.8,92798341.13,104639238.24
2026-01-16,81218727.84,92247879.58,104042401.16
2026-01-19,79470584.49,90259699.31,101793325.48
2026-01-20,77267377.89,87755287.79,98952953.72
2026-01-21,75302515.29,85517374.23,96389218.76
2026-01-22,77889999.11,88460299.09,99743635.77
2026-01-23,76325314.96,86663910.37,97576261.25
2026-01-27,75557237.09,85805390.57,96699091.15
2026-01-28,75434818.06,85674826.97,96610946.4
2026-01-29,75247051.92,85471850.52,96446348.21
2026-01-30,75335423.96,85576486.87,96605521.8
2026-02-02,74726416.37,84882012.6,95496124.78
2026-02-03,75221460.53,85471002.86,96919442.24
2026-02-04,75634901.0,85955093.07,97943137.48
2026-02-05,74853594.87,85070917.44,96808767.92
2026-02-06,74693092.89,84891016.35,96623696.62
2026-02-09,74913483.62,85147230.61,96997865.47
2026-02-10,76387237.47,86821551.74,98918144.04
2026-02-11,77340523.65,87901979.28,100110691.41
2026-02-12,77342585.48,87901370.26,100082047.89
2026-02-13,75820380.22,86165772.22,98080236.59
2026-02-16,75861969.24,86210700.43,98136441.12
2026-02-17,78264972.81,88941567.43,101248168.83
2026-02-18,78217783.57,88883758.94,101144563.05
2026-02-19,77401107.0,87950577.81,100036202.61
2026-02-20,79022971.8,89788499.54,102088285.26
2026-02-23,79580398.36,90426309.29,102845671.98
2026-02-24,79634925.44,90487099.11,102934461.69
2026-02-25,79573650.81,90408973.78,102785630.13
2026-02-26,79667711.66,90517073.62,102935531.57
2026-02-27,78487159.78,89176780.71,101424000.57
2026-03-02,76878201.03,87340226.22,99262235.79
2026-03-04,75113726.13,85329492.94,96907291.0
2026-03-05,76710257.93,87149696.17,99015220.88
2026-03-06,77097623.78,87570338.84,99355492.01
2026-03-09,80253925.03,91137996.23,103249107.52
2026-03-10,83227554.44,94493507.9,106910881.49
2026-03-11,83044468.34,94259231.35,106430750.08
2026-03-12,81556483.81,92562117.43,104473207.84
2026-03-13,79102721.77,89776722.49,101322699.58
2026-03-16,78527505.69,89143352.74,100745671.14
2026-03-17,76969641.19,87395451.97,98928906.8
2026-03-18,78184765.39,88771933.29,100456523.11
2026-03-19,77937906.85,88475410.19,99993394.79
2026-03-20,79278027.1,89991604.14,101666201.92
2026-03-23,78423167.17,89006916.87,100433818.38
2026-03-24,79530607.89,90267017.65,101892174.38
2026-03-25,80063441.96,90876525.0,102634411.06
2026-03-27,80164166.29,90988866.32,102726796.85
2026-03-30,78353691.86,88934930.83,100422853.87
2026-04-01,80294598.59,91144612.39,102601598.88
2026-04-02,80440750.27,91319159.38,102397426.37
2026-04-06,79951232.04,90774686.7,102198791.58
2026-04-07,79291517.7,90027846.27,101177226.38
2026-04-08,81408269.16,92437258.74,104345039.62
2026-04-09,81529544.69,92576362.28,104296466.85
2026-04-10,82155246.37,93290734.44,105149115.9
2026-04-13,81031496.53,92025171.55,103801450.67
2026-04-15,80542874.2,91483310.72,103461615.49
2026-04-16,81405575.99,92463850.13,104627400.75
2026-04-17,82688483.83,93933644.01,106205067.51
2026-04-20,81821837.22,92966008.53,105214492.01
2026-04-21,83608907.44,94991932.89,107468041.7
2026-04-22,84074042.29,95523771.01,108008276.51
2026-04-23,82464684.71,93712632.51,105872016.26
2026-04-24,81615115.19,92759818.68,104825286.98
2026-04-27,81259586.92,92362289.37,104447508.14
2026-04-28,81331302.58,92444353.55,104273640.77
2026-04-29,82823191.5,94139229.71,105986123.66
2026-04-30,83018111.43,94373370.36,106583700.89
2026-05-01,83018111.43,94377542.42,106583700.89
2026-05-04,85027886.88,96670788.2,108968012.8
2026-05-05,86400399.55,98230649.32,110628170.82
2026-05-06,85001354.11,96659035.9,109374375.61
2026-05-07,86986249.12,98916435.41,112001482.9
2026-05-08,87280667.69,99262950.34,112408260.84
2026-05-11,86389081.04,98253071.32,110963974.78
2026-05-12,83373886.17,94822758.72,107270403.28
2026-05-13,83950994.75,95484310.93,109627444.71
2026-05-14,84121567.33,95688580.36,109889512.7
2026-05-15,83128128.91,94568307.5,108093261.58
2026-05-18,82305753.17,93647080.08,107147595.09
2026-05-19,80389631.32,91478300.19,104923812.64
2026-05-20,81335570.07,92566157.17,106109311.48
2026-05-21,82379090.27,93749018.6,107508811.82
2026-05-22,83324244.31,94817593.98,108573373.97
2026-05-25,85145766.56,96885433.42,110854044.2
2026-05-26,86588837.47,98521898.87,112413326.49
2026-05-27,87606369.44,99676734.95,113548320.23
2026-05-28,87606369.44,99682961.36,113548320.23
2026-05-29,87956583.51,100083968.21,113909481.36
2026-06-01,88025575.71,100167656.18,113729459.93
2026-06-02,87916860.81,100051298.44,113886906.35
2026-06-03,88091442.23,100259920.08,113929290.32
2026-06-04,89250383.27,101587055.24,115736365.16
2026-06-05,89340291.23,101705719.65,115753127.27
2026-06-08,89887323.86,102335350.11,115654869.51
2026-06-09,90900867.44,103500188.38,117296819.58
2026-06-10,92025872.66,104785399.92,117780433.18
2026-06-11,92361562.14,105183530.84,117869173.62
2026-06-12,93494423.31,106482143.2,119983076.9
2026-06-15,94427315.8,107556613.0,121757450.44
2026-06-16,93623069.89,106658631.14,120803486.48
2026-06-17,93664699.88,106717777.63,120837877.7
2026-06-18,94241179.6,107379242.27,121189459.99
2026-06-19,97032429.81,110547443.24,124170273.67
2026-06-22,98075130.43,111735731.61,125799721.07
2026-06-23,98245670.48,111940929.79,125533666.68
2026-06-24,97157859.24,110720648.31,123916202.51
2026-06-25,97828886.24,111492399.23,124233953.66
2026-06-26,97828886.24,111498659.45,124233953.66
2026-06-29,99548966.4,113454576.63,126763836.34
2026-06-30,99984169.46,113962521.48,127341655.65
2026-07-01,99787219.42,113755643.44,127013763.44
2026-07-02,100637196.31,114717848.49,128671398.37
2026-07-03,102572487.21,116923260.68,131860990.96
2026-07-06,105412220.05,120173358.55,135435406.75
2026-07-07,107398321.02,122437897.9,137742589.31
2026-07-08,101711833.98,115973060.35,129934573.43
2026-07-09,105559139.36,120345790.88,135211395.19
2026-07-10,106876981.87,121841041.51,136740281.0
2026-07-13,106401383.51,121299960.68,135695442.91
2026-07-14,108265941.27,123437904.71,137945570.31
2026-07-15,109615134.06,124976131.75,139790206.32
2026-07-16,107556246.57,122645926.11,137153383.43
2026-07-17,107075764.38,122121986.33,136473392.8
2026-07-20,105200116.41,119993515.64,134307811.9
2026-07-21,105735671.22,120617591.34,135317160.4
2026-07-22,104487931.11,119207164.72,134106748.4
2026-07-23,104687106.41,119447444.47,134332914.15
2026-07-24,105751547.99,120674161.08,135568313.42
2026-07-27,108787311.64,124131651.37,139714093.57
2026-07-28,112715873.77,128589819.91,144141341.61
2026-07-29,115346220.68,131557606.86,147212942.57
2026-07-30,115484362.49,131699273.08,147274607.98
2026-07-31,116634994.71,133001882.29,148516049.45
2026-08-03,117592551.46,134088726.14,149686773.68
2026-08-04,121196096.73,138159912.85,154120849.48
2026-08-05,125263165.64,142767762.16,159403774.2
2026-08-06,126422956.68,144129770.58,161099300.72
2026-08-07,127701300.51,145585357.82,162700901.86
2026-08-10,127017541.19,144807826.77,161896891.99
2026-08-11,131013441.17,149338378.17,167003829.46
2026-08-12,133567994.39,152252698.24,170448417.31
2026-08-13,136073011.32,155120315.18,173587686.2
2026-08-14,136710012.0,155861216.22,174339853.39
2026-08-17,130609460.19,148938458.3,166342077.31
2026-08-18,136376543.57,155479158.7,173743425.35
2026-08-19,137293664.96,156510330.02,174886969.37
2026-08-20,136686397.64,155792411.75,174077949.85
2026-08-21,137694677.77,156967103.09,175363005.97
