Fold,Ranking_Method,Positions,Train_Period,Test_Period,Train_CAGR,Train_PF,Test_Return,Test_MaxDD,Test_PF,Test_WinRate,Test_Trades
Fold 2,Monthly RSI,3,2018-2021,2022-2022,4.529271145392855,1.7575610815784677,-37.68075689686775,-47.20359956684607,0.21619147858439483,12.5,8
Fold 2,Monthly RSI,5,2018-2021,2022-2022,8.130646418530363,1.9685760778018409,37.143719446051534,-36.46172173752371,2.752341638696608,25.0,12
Fold 2,Monthly RSI,7,2018-2021,2022-2022,12.369216663040227,3.2294165516532405,25.70238533965647,-27.27419033717483,2.474209254184961,31.25,16
Fold 2,Monthly RSI,10,2018-2021,2022-2022,15.254439219277604,3.552975053791161,31.533659061818643,-22.712606958098746,2.6531391034295093,38.095238095238095,21
Fold 2,Monthly RSI,15,2018-2021,2022-2022,11.435223920241476,3.179738103007978,13.84688648676486,-22.024217772272404,1.5930095238140862,31.25,32
Fold 2,Weekly RSI,3,2018-2021,2022-2022,11.007209916332418,3.156118467179177,-37.68075689686775,-47.20359956684607,0.21619147858439483,12.5,8
Fold 2,Weekly RSI,5,2018-2021,2022-2022,17.462894607537383,3.6132313354013355,37.143719446051534,-36.46172173752371,2.752341638696608,25.0,12
Fold 2,Weekly RSI,7,2018-2021,2022-2022,19.596877767386502,5.34350701472904,33.20843692693769,-26.399908811147043,2.748663077040765,28.57142857142857,14
Fold 2,Weekly RSI,10,2018-2021,2022-2022,18.91219525535344,3.8601604430325915,21.599549041854054,-26.73359258087779,2.067048845161004,28.57142857142857,21
Fold 2,Weekly RSI,15,2018-2021,2022-2022,12.676855722529146,3.1495617372942215,7.987106030924269,-26.353745873050947,1.3716185962657461,26.47058823529412,34
Fold 2,3M Return,3,2018-2021,2022-2022,-2.341464490853118,1.1718556958014577,-47.497541865257524,-51.468995145058514,0.09060565049612508,11.11111111111111,9
Fold 2,3M Return,5,2018-2021,2022-2022,8.788820974659117,1.8620801052585734,30.598360196709677,-38.16768057271962,2.4469473263800103,23.076923076923077,13
Fold 2,3M Return,7,2018-2021,2022-2022,13.10778845589109,3.039145212685775,26.778285209519765,-29.57601305241251,2.2257678326493164,23.52941176470588,17
Fold 2,3M Return,10,2018-2021,2022-2022,15.210163347855786,3.1176845754783145,13.63481850274366,-30.365203238200106,1.5852220365446037,28.000000000000004,25
Fold 2,3M Return,15,2018-2021,2022-2022,12.077859170405825,3.0115027947606667,3.195017346753401,-27.920257576114565,1.2096609977330308,22.22222222222222,36
Fold 2,6M Return,3,2018-2021,2022-2022,3.961484246926461,1.6517121799621286,-45.20914932101154,-48.4655412302363,0.1323399530222592,22.22222222222222,9
Fold 2,6M Return,5,2018-2021,2022-2022,14.04693123307954,2.4328618348117783,44.671779124254876,-33.665442283225886,2.8570862343016104,33.33333333333333,12
Fold 2,6M Return,7,2018-2021,2022-2022,16.491670280269012,3.5049568887796076,31.193059189447737,-29.912882803648415,2.4191750654231736,31.25,16
Fold 2,6M Return,10,2018-2021,2022-2022,17.824801191071728,3.317808069529545,19.03129669351708,-22.85497820071475,1.9392642307828747,33.33333333333333,21
Fold 2,6M Return,15,2018-2021,2022-2022,13.71765727928873,3.1494170232792174,7.607421832937468,-24.95662010661147,1.4136723592043523,28.125,32
Fold 2,12M Return,3,2018-2021,2022-2022,4.529271145392855,1.7575610815784677,-37.2331797834949,-46.498795240443755,0.4072858309953179,22.22222222222222,9
Fold 2,12M Return,5,2018-2021,2022-2022,8.792748263087248,2.036234473735579,32.981836776546366,-35.677732201461,2.427732804503897,23.076923076923077,13
Fold 2,12M Return,7,2018-2021,2022-2022,12.875690052378431,3.297074947586979,32.396324599331734,-29.52944747043912,2.486914020598535,29.411764705882355,17
Fold 2,12M Return,10,2018-2021,2022-2022,15.11137575885888,3.1889321626625824,27.59657950248034,-24.21841084095362,2.3072810076122163,31.818181818181817,22
Fold 2,12M Return,15,2018-2021,2022-2022,12.152822513632033,3.089594693544714,9.946439937982966,-25.766349170120257,1.3635943873249932,25.71428571428571,35
Fold 2,Relative Volume,3,2018-2021,2022-2022,3.9720024584130487,1.8612960490184278,-43.72652728646991,-47.42495326648587,0.18344857562567132,22.22222222222222,9
Fold 2,Relative Volume,5,2018-2021,2022-2022,16.273939548018944,4.229568777721563,33.491099225381035,-38.16768057271962,2.6150056501853176,30.76923076923077,13
Fold 2,Relative Volume,7,2018-2021,2022-2022,15.669994433123202,3.8104253932569283,18.756417655949434,-35.32656966178413,2.0147435086879795,27.77777777777778,18
Fold 2,Relative Volume,10,2018-2021,2022-2022,17.65002168379912,4.437721316861719,17.024742847668914,-28.907722092402715,1.9056196009267152,30.434782608695656,23
Fold 2,Relative Volume,15,2018-2021,2022-2022,12.727186316079987,3.5182031063768164,12.871088375322545,-23.123753332031686,1.616340707180675,32.35294117647059,34
Fold 2,Composite Momentum,3,2018-2021,2022-2022,4.382559207148584,1.7320482143086904,-26.561235463983166,-47.20359956684607,0.593419991479875,25.0,8
Fold 2,Composite Momentum,5,2018-2021,2022-2022,8.672603987224603,2.013665879722055,44.27300582020539,-36.46172173752371,3.0812455639642384,33.33333333333333,12
Fold 2,Composite Momentum,7,2018-2021,2022-2022,13.205026522888197,3.6139265996026775,46.00788995221253,-26.470941862200466,3.5068509134179005,42.857142857142854,14
Fold 2,Composite Momentum,10,2018-2021,2022-2022,16.66341320300655,3.3436670504071078,30.595646460745506,-23.417483792205893,2.6894151087400044,35.0,20
Fold 2,Composite Momentum,15,2018-2021,2022-2022,13.117767854974138,3.1565494691420746,15.898044665854982,-22.94343064165268,1.6504380444014055,31.25,32
Fold 3,Monthly RSI,3,2018-2022,2023-2023,-3.9454345068259955,0.9762931004789763,8.961991150076758,-30.151544405661074,1.6711183478289107,50.0,6
Fold 3,Monthly RSI,5,2018-2022,2023-2023,14.311391163460097,2.8508876183904786,49.33136313841809,-26.033543149453536,4.4196959349820935,55.55555555555556,9
Fold 3,Monthly RSI,7,2018-2022,2023-2023,17.367141022317135,3.314134985780935,86.26283936277058,-14.630473565443394,8.93356476748701,63.63636363636363,11
Fold 3,Monthly RSI,10,2018-2022,2023-2023,14.54593266373938,2.4401822793118626,79.70355219431629,-11.20693646066222,11.374528298731562,71.42857142857143,14
Fold 3,Monthly RSI,15,2018-2022,2023-2023,11.454935243997987,2.8236462805569107,73.97133742956333,-13.094174076967299,11.446062937670476,69.56521739130434,23
Fold 3,Weekly RSI,3,2018-2022,2023-2023,3.0275554244757252,1.8287193157065005,-0.4284817404795089,-30.151544405661074,1.1875227091738494,42.857142857142854,7
Fold 3,Weekly RSI,5,2018-2022,2023-2023,7.372805610190203,1.916999498181596,43.649267332831634,-26.033543149453536,3.383381537639147,50.0,10
Fold 3,Weekly RSI,7,2018-2022,2023-2023,10.033447586613441,3.03036602103956,82.18956315329473,-14.630473565443394,6.837438690265123,58.333333333333336,12
Fold 3,Weekly RSI,10,2018-2022,2023-2023,16.551032895354602,3.438345329971942,70.73939744343825,-12.830773047869211,6.414938059302144,52.94117647058824,17
Fold 3,Weekly RSI,15,2018-2022,2023-2023,12.834108598889205,2.6470636981359483,72.18269410506163,-12.866058920295497,9.742510608775428,60.86956521739131,23
Fold 3,3M Return,3,2018-2022,2023-2023,11.620719689495784,2.48888760453302,-8.562322009450826,-30.151544405661074,0.7358904230716715,28.57142857142857,7
Fold 3,3M Return,5,2018-2022,2023-2023,14.101229497148825,3.2466132471467524,38.727549309225864,-26.033543149453536,2.9979206692917244,40.0,10
Fold 3,3M Return,7,2018-2022,2023-2023,15.043662024359094,3.558424474367849,47.974717677462124,-19.91756666396277,4.352507848393375,50.0,12
Fold 3,3M Return,10,2018-2022,2023-2023,18.444185226723754,2.8987219148393364,70.24449794517942,-12.830773047869211,6.489711275472189,52.94117647058824,17
Fold 3,3M Return,15,2018-2022,2023-2023,15.26720286012726,3.241128777463793,76.27453907960542,-13.476147492917843,9.95358337562469,65.21739130434783,23
Fold 3,6M Return,3,2018-2022,2023-2023,13.161730057725563,3.0782998510669897,-8.562322009450826,-30.151544405661074,0.7358904230716715,28.57142857142857,7
Fold 3,6M Return,5,2018-2022,2023-2023,19.531737129223202,2.816900414118037,38.727549309225864,-26.033543149453536,2.9979206692917244,40.0,10
Fold 3,6M Return,7,2018-2022,2023-2023,19.836494564244678,3.4905517828794124,78.66137256636522,-14.630473565443394,6.421215690911756,50.0,12
Fold 3,6M Return,10,2018-2022,2023-2023,24.2793239835436,3.7397879638867866,74.36818555466682,-11.20693646066222,8.272429940712717,60.0,15
Fold 3,6M Return,15,2018-2022,2023-2023,17.80718195693747,3.404771084395046,74.78524077198233,-13.476147492917843,9.711987058072532,65.21739130434783,23
Fold 3,12M Return,3,2018-2022,2023-2023,-3.9454345068259955,0.9762931004789763,8.961991150076758,-30.151544405661074,1.6711183478289107,50.0,6
Fold 3,12M Return,5,2018-2022,2023-2023,2.273979531119541,1.3175718959770468,49.33136313841809,-26.033543149453536,4.4196959349820935,55.55555555555556,9
Fold 3,12M Return,7,2018-2022,2023-2023,8.896682140765488,3.086461182776033,86.26283936277058,-14.630473565443394,8.93356476748701,63.63636363636363,11
Fold 3,12M Return,10,2018-2022,2023-2023,19.895509127965404,3.3613079304787137,79.70355219431629,-11.20693646066222,11.374528298731562,71.42857142857143,14
Fold 3,12M Return,15,2018-2022,2023-2023,16.075884061852697,3.0472587444484995,78.3495873595383,-13.476147492917843,12.440851480965621,72.72727272727273,22
Fold 3,Relative Volume,3,2018-2022,2023-2023,-1.349997955908766,1.1851071331640906,15.259695256347165,-30.151544405661074,2.1786079516699997,50.0,6
Fold 3,Relative Volume,5,2018-2022,2023-2023,12.591810899985422,2.7352508034806298,53.46300925792251,-26.033543149453536,4.8001664210461215,55.55555555555556,9
Fold 3,Relative Volume,7,2018-2022,2023-2023,13.374364962772244,3.870584779367937,89.28870138953195,-14.630473565443394,9.314035253551038,63.63636363636363,11
Fold 3,Relative Volume,10,2018-2022,2023-2023,20.49295730209364,3.8676914624320067,76.12305379848546,-12.830773047869211,8.435201365063353,62.5,16
Fold 3,Relative Volume,15,2018-2022,2023-2023,15.282048324036301,3.099816528919705,65.94848986932183,-11.970622946925118,10.490076593215312,65.21739130434783,23
Fold 3,Composite Momentum,3,2018-2022,2023-2023,-1.3680057918471822,1.1463958941757029,-0.4284817404795089,-30.151544405661074,1.1875227091738494,42.857142857142854,7
Fold 3,Composite Momentum,5,2018-2022,2023-2023,2.7496082503281727,1.314133975616507,43.649267332831634,-26.033543149453536,3.383381537639147,50.0,10
Fold 3,Composite Momentum,7,2018-2022,2023-2023,11.793834007176773,3.234633313843527,82.18956315329473,-14.630473565443394,6.837438690265123,58.333333333333336,12
Fold 3,Composite Momentum,10,2018-2022,2023-2023,21.868545780412774,3.385301667045003,76.84457476480331,-11.20693646066222,8.705288168672674,66.66666666666666,15
Fold 3,Composite Momentum,15,2018-2022,2023-2023,16.6792406750913,2.997816781937953,76.36728739894725,-12.866058920295508,9.742510608775428,60.86956521739131,23
Fold 4,Monthly RSI,3,2018-2023,2024-2024,-1.429081595589421,1.1777382801275826,46.596694775940385,-37.051473291094574,2.9172704243637426,50.0,6
Fold 4,Monthly RSI,5,2018-2023,2024-2024,18.490511119234476,3.726202229510196,33.91987571675321,-29.84628707076539,3.6306000773514358,55.55555555555556,9
Fold 4,Monthly RSI,7,2018-2023,2024-2024,21.952905089937545,4.280140933523519,19.629011643802283,-25.626878993243608,2.611108719805868,46.15384615384615,13
Fold 4,Monthly RSI,10,2018-2023,2024-2024,19.044788899981402,3.350621341394989,28.716801211828553,-21.90236545656594,2.9744640916681706,50.0,18
Fold 4,Monthly RSI,15,2018-2023,2024-2024,16.76842222811732,3.883507664833315,30.58454082489705,-18.348029588557235,3.530132189271365,57.14285714285714,28
Fold 4,Weekly RSI,3,2018-2023,2024-2024,8.197403890482713,2.2972871072988967,58.12085951399999,-38.02232611714662,4.57063804063364,60.0,5
Fold 4,Weekly RSI,5,2018-2023,2024-2024,13.789686740506845,2.5574875779868003,47.31684187898897,-29.846287070765392,3.262975620735136,55.55555555555556,9
Fold 4,Weekly RSI,7,2018-2023,2024-2024,15.597171463462045,3.9340665192385367,32.53841084166142,-25.33754065827707,2.8759060851321525,50.0,12
Fold 4,Weekly RSI,10,2018-2023,2024-2024,21.21711944146338,4.602077956227332,32.21520742812273,-21.733471570049943,3.1799893624503843,47.368421052631575,19
Fold 4,Weekly RSI,15,2018-2023,2024-2024,18.73406662648318,3.8914076239486985,26.662990091238708,-18.618361608444204,2.88111230384504,53.57142857142857,28
Fold 4,3M Return,3,2018-2023,2024-2024,14.67784837716084,2.8721547715709526,59.72260449966765,-37.051473291094574,4.351576809270202,60.0,5
Fold 4,3M Return,5,2018-2023,2024-2024,19.60725231490703,4.642578487437583,46.836516091305974,-29.84628707076539,3.38050704604358,55.55555555555556,9
Fold 4,3M Return,7,2018-2023,2024-2024,20.897771171048205,4.808012480769527,27.100721867648907,-26.483110252704677,2.3576457128494566,38.46153846153847,13
Fold 4,3M Return,10,2018-2023,2024-2024,25.68539445450977,4.3852278992421,34.98730456961736,-23.068661314849365,3.0146981050498383,40.0,20
Fold 4,3M Return,15,2018-2023,2024-2024,24.415129383986024,4.7796461032532855,31.28380397032241,-20.08864036511336,2.9094334031014544,39.285714285714285,28
Fold 4,6M Return,3,2018-2023,2024-2024,18.452081714703006,4.2825822121155115,56.44660178796235,-38.02232611714662,4.351576809270202,60.0,5
Fold 4,6M Return,5,2018-2023,2024-2024,23.877319675880315,3.5764373356967445,45.62961832041987,-29.846287070765392,2.950740658115186,44.44444444444444,9
Fold 4,6M Return,7,2018-2023,2024-2024,23.422967354088776,4.533811591686327,31.84916995340339,-25.95010478105364,2.460111499205998,42.857142857142854,14
Fold 4,6M Return,10,2018-2023,2024-2024,29.389218058944344,4.848112966242743,27.544428259264098,-24.413851844186222,2.4711484107871047,40.0,20
Fold 4,6M Return,15,2018-2023,2024-2024,22.793738854447465,4.959498661464058,29.19380841768589,-20.056258627526898,2.951897599286554,48.38709677419355,31
Fold 4,12M Return,3,2018-2023,2024-2024,-2.3898081128697957,1.0990379886508532,59.72260449966765,-37.051473291094574,4.351576809270202,60.0,5
Fold 4,12M Return,5,2018-2023,2024-2024,6.904175662604084,1.8890091011140007,46.43177131847806,-29.84628707076539,3.1742809991297123,50.0,10
Fold 4,12M Return,7,2018-2023,2024-2024,13.625019732534206,3.951488915473669,29.677824630800657,-24.21168083716489,2.448786603319167,42.857142857142854,14
Fold 4,12M Return,10,2018-2023,2024-2024,22.548363113823953,4.093932755959402,27.802514177148602,-21.90236545656594,2.4856146507999584,40.0,20
Fold 4,12M Return,15,2018-2023,2024-2024,20.140753557928214,4.208468918870665,29.570419494503554,-18.379703335934856,2.9535977221709726,50.0,28
Fold 4,Relative Volume,3,2018-2023,2024-2024,6.894326606969847,1.847097897307599,40.218238563262574,-38.02232611714662,2.5476052323289884,50.0,6
Fold 4,Relative Volume,5,2018-2023,2024-2024,19.440232553554026,3.85371138429283,28.70184728277018,-29.846287070765392,2.6702064800242247,50.0,10
Fold 4,Relative Volume,7,2018-2023,2024-2024,18.62193801558252,4.6426938417608055,16.85541751499849,-26.213184253143183,2.095100905182948,46.666666666666664,15
Fold 4,Relative Volume,10,2018-2023,2024-2024,25.408125694574846,4.76231665464346,24.910143069318355,-23.31966559893909,2.58383009987335,47.61904761904761,21
Fold 4,Relative Volume,15,2018-2023,2024-2024,22.006479765846375,4.433134058481096,35.78444045908938,-19.288274792563918,3.544667016621265,56.666666666666664,30
Fold 4,Composite Momentum,3,2018-2023,2024-2024,6.155200385856818,1.8550733244870035,58.12085951399999,-38.02232611714662,4.57063804063364,60.0,5
Fold 4,Composite Momentum,5,2018-2023,2024-2024,8.663773065563362,1.9433511024095467,47.31684187898897,-29.846287070765392,3.262975620735136,55.55555555555556,9
Fold 4,Composite Momentum,7,2018-2023,2024-2024,16.467637808540502,4.117264633564406,32.53841084166142,-25.33754065827707,2.8759060851321525,50.0,12
Fold 4,Composite Momentum,10,2018-2023,2024-2024,27.57151429303746,4.286281111999821,30.766230072767613,-21.733471570049943,2.901000814054104,47.368421052631575,19
Fold 4,Composite Momentum,15,2018-2023,2024-2024,21.385172273553877,4.288463406205116,35.92082808054809,-18.204537494003667,3.6540651819204024,57.14285714285714,28
Fold 5,Monthly RSI,3,2018-2024,2025-2025,3.9160385647253992,1.7515341628292678,-1.11379727937876,-41.291099436730775,1.4727832984842,44.44444444444444,9
Fold 5,Monthly RSI,5,2018-2024,2025-2025,21.664580420122093,4.5568089261900475,-9.605261116095551,-36.116595180490805,1.0161114135485265,26.666666666666668,15
Fold 5,Monthly RSI,7,2018-2024,2025-2025,23.43610647739358,5.200112670619303,4.005724060717854,-28.80742463486693,1.2601300202217587,31.57894736842105,19
Fold 5,Monthly RSI,10,2018-2024,2025-2025,23.50388640817225,5.253314945888156,-4.733460104684985,-26.442858594747648,0.9527253740066355,26.923076923076923,26
Fold 5,Monthly RSI,15,2018-2024,2025-2025,21.28346397386469,5.5594276017274336,0.1608587598751299,-25.59673957582499,1.7547899278097523,28.947368421052634,38
Fold 5,Weekly RSI,3,2018-2024,2025-2025,14.548898851712622,2.9672932548020543,-1.11379727937876,-41.291099436730775,1.4727832984842,44.44444444444444,9
Fold 5,Weekly RSI,5,2018-2024,2025-2025,18.82369145733007,3.4485271052310327,-9.605261116095551,-36.116595180490805,1.0161114135485265,26.666666666666668,15
Fold 5,Weekly RSI,7,2018-2024,2025-2025,19.880075568116553,4.9478711533883075,4.005724060717854,-28.80742463486693,1.2601300202217587,31.57894736842105,19
Fold 5,Weekly RSI,10,2018-2024,2025-2025,22.39568312667981,5.015262065396545,0.9379512456106138,-25.677896408018665,1.116633032142601,28.000000000000004,25
Fold 5,Weekly RSI,15,2018-2024,2025-2025,21.44672206150753,5.187513186013641,-0.5676521172547131,-25.59673957582499,1.6918549532432945,28.947368421052634,38
Fold 5,3M Return,3,2018-2024,2025-2025,19.558600947258185,3.3809837969752197,4.4631447850905825,-38.722480890834944,1.6077455590787855,44.44444444444444,9
Fold 5,3M Return,5,2018-2024,2025-2025,21.392098863963604,5.05087513731821,-9.809540235465462,-36.116595180490805,1.0102849370750153,31.25,16
Fold 5,3M Return,7,2018-2024,2025-2025,21.684798948037077,4.935519087351277,3.9827998135948786,-28.80742463486693,1.3062231113467317,35.0,20
Fold 5,3M Return,10,2018-2024,2025-2025,26.2231404383791,5.215597522410776,-1.4783974832924782,-25.425907644027195,1.0768822153263617,30.76923076923077,26
Fold 5,3M Return,15,2018-2024,2025-2025,26.657118736898443,5.673979257326681,0.4986795025775908,-25.59673957582499,1.7547899278097523,28.947368421052634,38
Fold 5,6M Return,3,2018-2024,2025-2025,21.199018250274037,5.02681540150702,-1.11379727937876,-41.291099436730775,1.4727832984842,44.44444444444444,9
Fold 5,6M Return,5,2018-2024,2025-2025,25.237903628518744,4.088758839465826,-8.00507011189917,-36.116595180490805,1.0805873850548697,33.33333333333333,15
Fold 5,6M Return,7,2018-2024,2025-2025,24.714142389534732,5.1146824321167825,5.475019703045161,-28.80742463486693,1.3162183204077398,36.84210526315789,19
Fold 5,6M Return,10,2018-2024,2025-2025,29.342500019873373,5.297689849592465,-5.5655717063370975,-28.061912671449356,0.9352684858754697,30.76923076923077,26
Fold 5,6M Return,15,2018-2024,2025-2025,25.804945755538245,6.277652184362072,0.4363412858865573,-25.596739575824966,1.7401850463330566,29.72972972972973,37
Fold 5,12M Return,3,2018-2024,2025-2025,0.9602821514852922,1.3297062911786321,-1.11379727937876,-41.291099436730775,1.4727832984842,44.44444444444444,9
Fold 5,12M Return,5,2018-2024,2025-2025,11.607371995565497,2.695234263222061,-9.809540235465462,-36.116595180490805,1.0102849370750153,31.25,16
Fold 5,12M Return,7,2018-2024,2025-2025,16.91739292696375,4.63058030566561,3.7918478978624104,-28.80742463486693,1.2410186080950938,35.0,20
Fold 5,12M Return,10,2018-2024,2025-2025,23.482109806587935,4.334725358128017,-5.517069051474403,-26.442858594747648,0.9226526557729587,29.629629629629626,27
Fold 5,12M Return,15,2018-2024,2025-2025,22.81607906207279,5.309131916417353,-0.6779777101014043,-25.59673957582499,1.6918549532432945,28.947368421052634,38
Fold 5,Relative Volume,3,2018-2024,2025-2025,12.34299282138107,3.0979548623030237,-1.11379727937876,-41.291099436730775,1.4727832984842,44.44444444444444,9
Fold 5,Relative Volume,5,2018-2024,2025-2025,20.250828174544424,4.593213645402546,-9.605261116095551,-36.116595180490805,1.0161114135485265,26.666666666666668,15
Fold 5,Relative Volume,7,2018-2024,2025-2025,19.135510497171857,4.959757351518874,8.326413273745752,-30.08482067120522,1.4441551435885291,27.77777777777778,18
Fold 5,Relative Volume,10,2018-2024,2025-2025,24.25907814266559,5.06754665361685,0.9379512456106138,-25.677896408018665,1.116633032142601,28.000000000000004,25
Fold 5,Relative Volume,15,2018-2024,2025-2025,24.18019406244376,5.728676550851591,-7.595074744354655,-25.59673957582499,0.857241043470925,29.72972972972973,37
Fold 5,Composite Momentum,3,2018-2024,2025-2025,10.976033167025602,2.826594215624707,-1.11379727937876,-41.291099436730775,1.4727832984842,44.44444444444444,9
Fold 5,Composite Momentum,5,2018-2024,2025-2025,14.164939258499532,3.168639884884513,-9.605261116095551,-36.116595180490805,1.0161114135485265,26.666666666666668,15
Fold 5,Composite Momentum,7,2018-2024,2025-2025,20.187497773394412,5.424075550823547,4.005724060717854,-28.80742463486693,1.2601300202217587,31.57894736842105,19
Fold 5,Composite Momentum,10,2018-2024,2025-2025,29.27827656004269,5.09331260581805,-5.274979457501403,-26.442858594747648,0.9311486704203403,26.923076923076923,26
Fold 5,Composite Momentum,15,2018-2024,2025-2025,25.52120645559175,5.939133440418068,-0.21474009990867926,-25.59673957582499,1.7261614858176777,28.947368421052634,38
Fold 6,Monthly RSI,3,2018-2025,2026-2026,-0.8518339100571759,1.2286759903641282,0.16241434732869967,-24.50736136820286,1.1529527486315645,28.57142857142857,7
Fold 6,Monthly RSI,5,2018-2025,2026-2026,18.01546183394116,3.1029441143651537,4.763259306423157,-20.994813593878106,1.428597098247715,36.36363636363637,11
Fold 6,Monthly RSI,7,2018-2025,2026-2026,19.03195629882064,3.3480918515677844,13.860924651138065,-13.655875804710197,2.601663716909962,46.15384615384615,13
